"","dynamicColors","mergedColors"
"LDLRAD2","grey","grey"
"LDLRAD3","turquoise","turquoise"
"LDLRAD4","grey","grey"
"LDLRAP1","greenyellow","greenyellow"
"LDOC1","greenyellow","greenyellow"
"LEAP2","lightcyan","lightcyan"
"LEF1","greenyellow","greenyellow"
"LEKR1","grey","grey"
"LEMD2","turquoise","turquoise"
"LEMD3","red","black"
"LENEP","grey","grey"
"LENG1","grey","grey"
"LENG8","brown","pink"
"LENG9","grey","grey"
"LEO1","black","black"
"LEPR","salmon","salmon"
"LEPROT","grey","grey"
"LEPROTL1","grey","grey"
"LETM1","pink","pink"
"LETM2","grey","grey"
"LETMD1","yellow","black"
"LEXM","grey","grey"
"LFNG","turquoise","turquoise"
"LGALS1","green","black"
"LGALS12","grey","grey"
"LGALS2","turquoise","turquoise"
"LGALS3","turquoise","turquoise"
"LGALS3BP","grey","grey"
"LGALS4","grey","grey"
"LGALS8","grey","grey"
"LGALS9","grey","grey"
"LGALSL","purple","purple"
"LGI2","grey","grey"
"LGI4","salmon","salmon"
"LGMN","salmon","salmon"
"LGR4","grey","grey"
"LGR6","grey","grey"
"LHB","grey","grey"
"LHFPL2","grey","grey"
"LHFPL4","grey","grey"
"LHPP","grey","grey"
"LHX4","yellow","black"
"LHX6","grey","grey"
"LIAS","green","black"
"LIF","grey","grey"
"LIFR","salmon","salmon"
"LIG1","midnightblue","cyan"
"LIG3","grey","grey"
"LIG4","yellow","black"
"LILRA1","turquoise","turquoise"
"LILRA2","turquoise","turquoise"
"LILRA4","grey","grey"
"LILRA5","turquoise","turquoise"
"LILRB1","turquoise","turquoise"
"LILRB2","turquoise","turquoise"
"LILRB3","turquoise","turquoise"
"LILRB4","turquoise","turquoise"
"LILRB5","salmon","salmon"
"LIM2","greenyellow","greenyellow"
"LIMA1","green","black"
"LIMD1","grey","grey"
"LIMD2","black","black"
"LIME1","brown","pink"
"LIMK1","grey","grey"
"LIMK2","grey","grey"
"LIMS1","red","black"
"LIMS2","grey","grey"
"LIN28A","grey","grey"
"LIN37","brown","pink"
"LIN52","midnightblue","cyan"
"LIN54","red","black"
"LIN7A","grey","grey"
"LIN7B","grey","grey"
"LIN7C","red","black"
"LIN9","cyan","cyan"
"LINGO3","brown","pink"
"LINS1","red","black"
"LIPA","turquoise","turquoise"
"LIPC","grey","grey"
"LIPE","grey","grey"
"LIPH","purple","purple"
"LIPI","grey","grey"
"LIPM","grey","grey"
"LIPN","turquoise","turquoise"
"LIPT1","grey","grey"
"LIPT2","turquoise","turquoise"
"LITAF","grey","grey"
"LIX1","grey","grey"
"LIX1L","red","black"
"LKAAEAR1","grey","grey"
"LLGL1","brown","pink"
"LLGL2","grey","grey"
"LLPH","grey","grey"
"LMAN1","green","black"
"LMAN2","magenta","pink"
"LMAN2L","turquoise","turquoise"
"LMBR1","blue","black"
"LMBR1L","brown","pink"
"LMBRD1","turquoise","turquoise"
"LMBRD2","red","black"
"LMF1","brown","pink"
"LMF2","brown","pink"
"LMLN","grey","grey"
"LMNA","turquoise","turquoise"
"LMNB1","midnightblue","cyan"
"LMNB2","cyan","cyan"
"LMNTD2","turquoise","turquoise"
"LMO2","grey","grey"
"LMO3","grey","grey"
"LMO4","grey","grey"
"LMO7","grey","grey"
"LMOD2","grey","grey"
"LMOD3","grey","grey"
"LMTK2","grey","grey"
"LMTK3","grey","grey"
"LNP1","grey","grey"
"LNPEP","blue","black"
"LNX1","green","black"
"LNX2","green","black"
"LONP1","pink","pink"
"LONP2","blue","black"
"LONRF1","grey","grey"
"LONRF3","turquoise","turquoise"
"LOX","grey","grey"
"LOXHD1","grey","grey"
"LOXL1","grey","grey"
"LOXL2","salmon","salmon"
"LOXL3","grey","grey"
"LOXL4","grey","grey"
"LPAR1","grey","grey"
"LPAR2","grey","grey"
"LPAR4","grey","grey"
"LPAR5","grey","grey"
"LPAR6","grey","grey"
"LPCAT1","turquoise","turquoise"
"LPCAT2","grey","grey"
"LPCAT3","grey","grey"
"LPCAT4","pink","pink"
"LPGAT1","pink","pink"
"LPIN1","grey","grey"
"LPIN2","grey","grey"
"LPL","salmon","salmon"
"LPO","turquoise","turquoise"
"LPP","grey","grey"
"LPXN","turquoise","turquoise"
"LRBA","blue","black"
"LRCH1","blue","black"
"LRCH3","yellow","black"
"LRCH4","brown","pink"
"LRFN1","grey","grey"
"LRFN3","grey","grey"
"LRFN4","brown","pink"
"LRG1","grey","grey"
"LRGUK","grey","grey"
"LRIF1","red","black"
"LRIG1","grey","grey"
"LRIG2","yellow","black"
"LRIT3","grey","grey"
"LRMP","grey","grey"
"LRP1","turquoise","turquoise"
"LRP10","turquoise","turquoise"
"LRP11","grey","grey"
"LRP12","green","black"
"LRP2BP","grey","grey"
"LRP3","grey","grey"
"LRP4","grey","grey"
"LRP5","pink","pink"
"LRP5L","grey","grey"
"LRP6","grey","grey"
"LRP8","cyan","cyan"
"LRPAP1","grey","grey"
"LRPPRC","black","black"
"LRR1","midnightblue","cyan"
"LRRC1","green","black"
"LRRC14","pink","pink"
"LRRC17","grey","grey"
"LRRC18","lightcyan","lightcyan"
"LRRC19","magenta","pink"
"LRRC2","purple","purple"
"LRRC20","grey","grey"
"LRRC23","grey","grey"
"LRRC25","turquoise","turquoise"
"LRRC26","grey","grey"
"LRRC27","grey","grey"
"LRRC28","grey","grey"
"LRRC29","grey","grey"
"LRRC3","grey","grey"
"LRRC32","salmon","salmon"
"LRRC34","green","black"
"LRRC36","grey","grey"
"LRRC37A","grey","grey"
"LRRC37A2","grey","grey"
"LRRC37A3","grey","grey"
"LRRC37B","yellow","black"
"LRRC39","yellow","black"
"LRRC3C","grey","grey"
"LRRC4","grey","grey"
"LRRC40","red","black"
"LRRC41","pink","pink"
"LRRC42","grey","grey"
"LRRC43","grey","grey"
"LRRC45","brown","pink"
"LRRC46","grey","grey"
"LRRC47","purple","purple"
"LRRC4B","grey","grey"
"LRRC56","brown","pink"
"LRRC57","grey","grey"
"LRRC58","black","black"
"LRRC59","grey","grey"
"LRRC6","grey","grey"
"LRRC61","grey","grey"
"LRRC63","grey","grey"
"LRRC69","red","black"
"LRRC7","purple","purple"
"LRRC70","grey","grey"
"LRRC71","grey","grey"
"LRRC74A","turquoise","turquoise"
"LRRC75A","grey","grey"
"LRRC75B","grey","grey"
"LRRC8A","grey","grey"
"LRRC8B","blue","black"
"LRRC8C","turquoise","turquoise"
"LRRC8D","black","black"
"LRRCC1","black","black"
"LRRFIP1","pink","pink"
"LRRFIP2","grey","grey"
"LRRIQ4","grey","grey"
"LRRK1","grey","grey"
"LRRK2","turquoise","turquoise"
"LRRN1","grey","grey"
"LRRN2","grey","grey"
"LRRN3","lightcyan","lightcyan"
"LRRN4","grey","grey"
"LRRN4CL","grey","grey"
"LRRTM2","lightcyan","lightcyan"
"LRSAM1","brown","pink"
"LRTM2","grey","grey"
"LRTOMT","yellow","black"
"LRWD1","brown","pink"
"LSAMP","grey","grey"
"LSG1","green","black"
"LSM1","grey","grey"
"LSM10","blue","black"
"LSM11","red","black"
"LSM12","grey","grey"
"LSM14A","black","black"
"LSM14B","grey","grey"
"LSM2","tan","tan"
"LSM3","tan","tan"
"LSM4","magenta","pink"
"LSM5","tan","tan"
"LSM6","grey","grey"
"LSM7","pink","pink"
"LSM8","grey","grey"
"LSMEM1","grey","grey"
"LSMEM2","grey","grey"
"LSP1","turquoise","turquoise"
"LSR","greenyellow","greenyellow"
"LSS","brown","pink"
"LST1","turquoise","turquoise"
"LTA","greenyellow","greenyellow"
"LTA4H","turquoise","turquoise"
"LTB","greenyellow","greenyellow"
"LTB4R","turquoise","turquoise"
"LTB4R2","turquoise","turquoise"
"LTBP1","grey","grey"
"LTBP2","salmon","salmon"
"LTBP3","grey","grey"
"LTBP4","grey","grey"
"LTBR","green","black"
"LTC4S","grey","grey"
"LTF","grey","grey"
"LTK","turquoise","turquoise"
"LTN1","red","black"
"LTV1","grey","grey"
"LUC7L","turquoise","turquoise"
"LUC7L2","grey","grey"
"LUC7L3","yellow","black"
"LUM","salmon","salmon"
"LURAP1","grey","grey"
"LUZP1","grey","grey"
"LXN","purple","purple"
"LY6E","grey","grey"
"LY6G5B","brown","pink"
"LY6G5C","grey","grey"
"LY6G6C","grey","grey"
"LY6G6D","grey","grey"
"LY6G6F","purple","purple"
"LY75","black","black"
"LY86","turquoise","turquoise"
"LY9","grey","grey"
"LY96","turquoise","turquoise"
"LYAR","black","black"
"LYG1","grey","grey"
"LYG2","yellow","black"
"LYL1","pink","pink"
"LYN","turquoise","turquoise"
"LYNX1","turquoise","turquoise"
"LYPD2","grey","grey"
"LYPD3","grey","grey"
"LYPD5","grey","grey"
"LYPD8","grey","grey"
"LYPLA1","black","black"
"LYPLA2","magenta","pink"
"LYPLAL1","red","black"
"LYRM1","turquoise","turquoise"
"LYRM2","black","black"
"LYRM4","tan","tan"
"LYRM7","black","black"
"LYRM9","grey","grey"
"LYSMD1","grey","grey"
"LYSMD2","grey","grey"
"LYSMD3","red","black"
"LYSMD4","grey","grey"
"LYST","turquoise","turquoise"
"LYVE1","salmon","salmon"
"LYZ","turquoise","turquoise"
"LZIC","black","black"
"LZTFL1","turquoise","turquoise"
"LZTR1","brown","pink"
"LZTS2","pink","pink"
"LZTS3","grey","grey"
"M1AP","grey","grey"
"M6PR","grey","grey"
"MAB21L2","lightcyan","lightcyan"
"MACC1","grey","grey"
"MACF1","blue","black"
"MACROD1","pink","pink"
"MACROD2","grey","grey"
"MAD1L1","grey","grey"
"MAD2L1","cyan","cyan"
"MAD2L1BP","grey","grey"
"MAD2L2","magenta","pink"
"MADCAM1","grey","grey"
"MADD","grey","grey"
"MAEA","brown","pink"
"MAEL","grey","grey"
"MAF","greenyellow","greenyellow"
"MAF1","magenta","pink"
"MAFB","turquoise","turquoise"
"MAFF","grey","grey"
"MAFG","grey","grey"
"MAFK","grey","grey"
"MAGED1","grey","grey"
"MAGED2","grey","grey"
"MAGEE1","greenyellow","greenyellow"
"MAGEF1","grey","grey"
"MAGEH1","grey","grey"
"MAGI2","grey","grey"
"MAGI3","grey","grey"
"MAGIX","grey","grey"
"MAGOH","grey","grey"
"MAGOHB","cyan","cyan"
"MAGT1","black","black"
"MAK","yellow","black"
"MAK16","black","black"
"MAL","greenyellow","greenyellow"
"MALRD1","grey","grey"
"MALSU1","tan","tan"
"MALT1","turquoise","turquoise"
"MAMDC2","grey","grey"
"MAMDC4","brown","pink"
"MAML1","grey","grey"
"MAML2","greenyellow","greenyellow"
"MAML3","grey","grey"
"MAMLD1","purple","purple"
"MAMSTR","yellow","black"
"MAN1A1","grey","grey"
"MAN1A2","red","black"
"MAN1B1","brown","pink"
"MAN1C1","greenyellow","greenyellow"
"MAN2A1","red","black"
"MAN2A2","brown","pink"
"MAN2B1","red","black"
"MAN2B2","grey","grey"
"MAN2C1","brown","pink"
"MANBA","grey","grey"
"MANBAL","grey","grey"
"MANEA","red","black"
"MANEAL","grey","grey"
"MANF","grey","grey"
"MANSC1","grey","grey"
"MANSC4","grey","grey"
"MAOA","grey","grey"
"MAP10","grey","grey"
"MAP1A","turquoise","turquoise"
"MAP1B","grey","grey"
"MAP1LC3A","grey","grey"
"MAP1LC3B","grey","grey"
"MAP1LC3B2","grey","grey"
"MAP1S","magenta","pink"
"MAP2K1","turquoise","turquoise"
"MAP2K2","magenta","pink"
"MAP2K3","red","black"
"MAP2K4","red","black"
"MAP2K5","lightcyan","lightcyan"
"MAP2K6","grey","grey"
"MAP2K7","magenta","pink"
"MAP3K1","grey","grey"
"MAP3K10","brown","pink"
"MAP3K11","turquoise","turquoise"
"MAP3K12","grey","grey"
"MAP3K13","grey","grey"
"MAP3K14","turquoise","turquoise"
"MAP3K15","grey","grey"
"MAP3K2","pink","pink"
"MAP3K3","turquoise","turquoise"
"MAP3K4","green","black"
"MAP3K5","grey","grey"
"MAP3K6","turquoise","turquoise"
"MAP3K7","red","black"
"MAP3K7CL","grey","grey"
"MAP3K8","grey","grey"
"MAP3K9","grey","grey"
"MAP4","grey","grey"
"MAP4K1","grey","grey"
"MAP4K2","brown","pink"
"MAP4K3","blue","black"
"MAP4K4","grey","grey"
"MAP4K5","blue","black"
"MAP6D1","grey","grey"
"MAP7","grey","grey"
"MAP7D1","magenta","pink"
"MAP7D2","grey","grey"
"MAP7D3","black","black"
"MAP9","grey","grey"
"MAPK1","blue","black"
"MAPK11","grey","grey"
"MAPK12","grey","grey"
"MAPK13","grey","grey"
"MAPK14","grey","grey"
"MAPK15","grey","grey"
"MAPK1IP1L","grey","grey"
"MAPK3","magenta","pink"
"MAPK6","grey","grey"
"MAPK7","turquoise","turquoise"
"MAPK8","blue","black"
"MAPK8IP1","grey","grey"
"MAPK8IP3","brown","pink"
"MAPK9","red","black"
"MAPKAP1","grey","grey"
"MAPKAPK2","grey","grey"
"MAPKAPK3","grey","grey"
"MAPKAPK5","yellow","black"
"MAPKBP1","grey","grey"
"MAPRE1","grey","grey"
"MAPRE2","grey","grey"
"MAPRE3","grey","grey"
"MARC1","turquoise","turquoise"
"MARC2","grey","grey"
"MARCH1","turquoise","turquoise"
"MARCH2","turquoise","turquoise"
"MARCH3","grey","grey"
"MARCH5","red","black"
"MARCH6","yellow","black"
"MARCH7","red","black"
"MARCH8","purple","purple"
"MARCH9","grey","grey"
"MARCKS","turquoise","turquoise"
"MARCKSL1","grey","grey"
"MARCO","turquoise","turquoise"
"MARK2","turquoise","turquoise"
"MARK3","grey","grey"
"MARK4","brown","pink"
"MARS","grey","grey"
"MARS2","green","black"
"MARVELD1","grey","grey"
"MARVELD2","grey","grey"
"MASP2","grey","grey"
"MAST1","grey","grey"
"MAST2","grey","grey"
"MAST3","turquoise","turquoise"
"MAST4","green","black"
"MASTL","midnightblue","cyan"
"MAT2A","green","black"
"MAT2B","red","black"
"MATK","pink","pink"
"MATN1","grey","grey"
"MATN2","grey","grey"
"MATR3","grey","grey"
"MAU2","brown","pink"
"MAVS","grey","grey"
"MAX","turquoise","turquoise"
"MAZ","magenta","pink"
"MB21D2","grey","grey"
"MBD1","brown","pink"
"MBD2","turquoise","turquoise"
"MBD3","magenta","pink"
"MBD4","grey","grey"
"MBD5","blue","black"
"MBD6","magenta","pink"
"MBIP","grey","grey"
"MBLAC1","grey","grey"
"MBLAC2","green","black"
"MBNL1","blue","black"
"MBNL2","grey","grey"
"MBNL3","blue","black"
"MBOAT1","grey","grey"
"MBOAT2","purple","purple"
"MBOAT4","grey","grey"
"MBOAT7","brown","pink"
"MBP","grey","grey"
"MBTD1","red","black"
"MBTPS1","grey","grey"
"MBTPS2","red","black"
"MC1R","grey","grey"
"MCAM","grey","grey"
"MCAT","pink","pink"
"MCC","lightcyan","lightcyan"
"MCCC1","green","black"
"MCCC2","green","black"
"MCCD1","grey","grey"
"MCEE","yellow","black"
"MCEMP1","turquoise","turquoise"
"MCF2","grey","grey"
"MCF2L","grey","grey"
"MCFD2","green","black"
"MCL1","turquoise","turquoise"
"MCM10","cyan","cyan"
"MCM2","cyan","cyan"
"MCM3","cyan","cyan"
"MCM3AP","grey","grey"
"MCM4","cyan","cyan"
"MCM5","cyan","cyan"
"MCM6","cyan","cyan"
"MCM7","midnightblue","cyan"
"MCM8","cyan","cyan"
"MCM9","blue","black"
"MCMBP","turquoise","turquoise"
"MCMDC2","grey","grey"
"MCOLN1","turquoise","turquoise"
"MCOLN2","greenyellow","greenyellow"
"MCPH1","green","black"
"MCRS1","magenta","pink"
"MCTP1","turquoise","turquoise"
"MCTP2","grey","grey"
"MCTS1","tan","tan"
"MCU","turquoise","turquoise"
"MCUR1","green","black"
"MDC1","cyan","cyan"
"MDFI","turquoise","turquoise"
"MDFIC","turquoise","turquoise"
"MDGA1","grey","grey"
"MDH1","black","black"
"MDH1B","grey","grey"
"MDH2","blue","black"
"MDK","turquoise","turquoise"
"MDM1","green","black"
"MDM2","grey","grey"
"MDM4","blue","black"
"MDN1","green","black"
"MDP1","grey","grey"
"ME1","grey","grey"
"ME2","brown","pink"
"ME3","grey","grey"
"MEA1","magenta","pink"
"MEAF6","grey","grey"
"MECP2","grey","grey"
"MECR","pink","pink"
"MED1","black","black"
"MED10","grey","grey"
"MED11","turquoise","turquoise"
"MED12","pink","pink"
"MED12L","grey","grey"
"MED13","blue","black"
"MED13L","blue","black"
"MED14","blue","black"
"MED15","magenta","pink"
"MED16","brown","pink"
"MED17","green","black"
"MED18","grey","grey"
"MED19","grey","grey"
"MED20","grey","grey"
"MED21","red","black"
"MED22","brown","pink"
"MED23","blue","black"
"MED24","brown","pink"
"MED25","brown","pink"
"MED26","grey","grey"
"MED27","grey","grey"
"MED28","yellow","black"
"MED29","turquoise","turquoise"
"MED30","grey","grey"
"MED31","grey","grey"
"MED4","black","black"
"MED6","grey","grey"
"MED7","red","black"
"MED8","grey","grey"
"MED9","grey","grey"
"MEF2A","grey","grey"
"MEF2C","grey","grey"
"MEF2D","turquoise","turquoise"
"MEFV","turquoise","turquoise"
"MEGF10","grey","grey"
"MEGF11","lightcyan","lightcyan"
"MEGF6","brown","pink"
"MEGF8","pink","pink"
"MEGF9","turquoise","turquoise"
"MEI1","grey","grey"
"MEIOC","grey","grey"
"MEIS1","grey","grey"
"MELK","midnightblue","cyan"
"MELTF","grey","grey"
"MEMO1","magenta","pink"
"MEN1","pink","pink"
"MEPCE","grey","grey"
"MERTK","grey","grey"
"MESP1","grey","grey"
"MEST","grey","grey"
"METAP1","green","black"
"METAP1D","yellow","black"
"METAP2","black","black"
"METRN","grey","grey"
"METRNL","turquoise","turquoise"
"METTL1","pink","pink"
"METTL14","red","black"
"METTL15","red","black"
"METTL16","green","black"
"METTL17","brown","pink"
"METTL18","red","black"
"METTL21A","grey","grey"
"METTL21C","lightcyan","lightcyan"
"METTL22","grey","grey"
"METTL23","grey","grey"
"METTL24","grey","grey"
"METTL25","lightcyan","lightcyan"
"METTL2A","red","black"
"METTL2B","grey","grey"
"METTL3","grey","grey"
"METTL4","red","black"
"METTL5","tan","tan"
"METTL6","yellow","black"
"METTL7A","turquoise","turquoise"
"METTL7B","turquoise","turquoise"
"METTL8","green","black"
"METTL9","turquoise","turquoise"
"MEX3A","turquoise","turquoise"
"MEX3B","turquoise","turquoise"
"MEX3C","grey","grey"
"MEX3D","grey","grey"
"MFAP1","black","black"
"MFAP2","grey","grey"
"MFAP3","yellow","black"
"MFAP3L","purple","purple"
"MFAP4","grey","grey"
"MFF","green","black"
"MFGE8","grey","grey"
"MFHAS1","grey","grey"
"MFN1","blue","black"
"MFN2","grey","grey"
"MFNG","grey","grey"
"MFSD1","turquoise","turquoise"
"MFSD10","magenta","pink"
"MFSD11","grey","grey"
"MFSD12","brown","pink"
"MFSD13A","grey","grey"
"MFSD14A","black","black"
"MFSD14B","grey","grey"
"MFSD14C","grey","grey"
"MFSD2A","turquoise","turquoise"
"MFSD2B","purple","purple"
"MFSD3","pink","pink"
"MFSD4A","lightcyan","lightcyan"
"MFSD4B","yellow","black"
"MFSD5","magenta","pink"
"MFSD6","grey","grey"
"MFSD6L","grey","grey"
"MFSD8","yellow","black"
"MFSD9","grey","grey"
"MGA","blue","black"
"MGAM","grey","grey"
"MGAM2","grey","grey"
"MGAT1","turquoise","turquoise"
"MGAT2","pink","pink"
"MGAT3","purple","purple"
"MGAT4A","grey","grey"
"MGAT4B","magenta","pink"
"MGAT5","grey","grey"
"MGLL","grey","grey"
"MGME1","grey","grey"
"MGMT","grey","grey"
"MGP","salmon","salmon"
"MGRN1","brown","pink"
"MGST1","grey","grey"
"MGST2","grey","grey"
"MGST3","grey","grey"
"MIA","grey","grey"
"MIA3","blue","black"
"MIB1","green","black"
"MIB2","brown","pink"
"MICA","grey","grey"
"MICAL1","turquoise","turquoise"
"MICAL2","turquoise","turquoise"
"MICAL3","grey","grey"
"MICALL1","grey","grey"
"MICALL2","grey","grey"
"MICB","turquoise","turquoise"
"MICU1","turquoise","turquoise"
"MICU2","black","black"
"MICU3","grey","grey"
"MID1IP1","blue","black"
"MID2","grey","grey"
"MIDN","green","black"
"MIEF1","green","black"
"MIEF2","brown","pink"
"MIEN1","blue","black"
"MIER1","brown","pink"
"MIER2","magenta","pink"
"MIER3","blue","black"
"MIF","pink","pink"
"MIF4GD","grey","grey"
"MIIP","magenta","pink"
"MILR1","turquoise","turquoise"
"MINK1","magenta","pink"
"MINPP1","purple","purple"
"MIOS","black","black"
"MIPEP","green","black"
"MIS12","grey","grey"
"MIS18A","green","black"
"MIS18BP1","magenta","pink"
"MITD1","yellow","black"
"MITF","grey","grey"
"MIXL1","grey","grey"
"MKI67","midnightblue","cyan"
"MKKS","black","black"
"MKLN1","blue","black"
"MKNK1","grey","grey"
"MKNK2","magenta","pink"
"MKRN1","grey","grey"
"MKRN2","grey","grey"
"MKRN2OS","green","black"
"MKRN3","grey","grey"
"MKS1","yellow","black"
"MLANA","blue","black"
"MLC1","turquoise","turquoise"
"MLEC","grey","grey"
"MLF1","grey","grey"
"MLF2","magenta","pink"
"MLH1","cyan","cyan"
"MLH3","yellow","black"
"MLKL","turquoise","turquoise"
"MLLT1","magenta","pink"
"MLLT10","green","black"
"MLLT11","grey","grey"
"MLLT3","grey","grey"
"MLLT6","grey","grey"
"MLN","grey","grey"
"MLNR","turquoise","turquoise"
"MLST8","magenta","pink"
"MLX","turquoise","turquoise"
"MLXIP","grey","grey"
"MLYCD","yellow","black"
"MMAA","red","black"
"MMAB","pink","pink"
"MMACHC","green","black"
"MMADHC","black","black"
"MMD","grey","grey"
"MME","grey","grey"
"MMEL1","grey","grey"
"MMGT1","brown","pink"
"MMP11","grey","grey"
"MMP14","grey","grey"
"MMP15","grey","grey"
"MMP17","turquoise","turquoise"
"MMP19","grey","grey"
"MMP2","turquoise","turquoise"
"MMP21","grey","grey"
"MMP24","grey","grey"
"MMP25","grey","grey"
"MMP28","grey","grey"
"MMP7","grey","grey"
"MMP8","grey","grey"
"MMP9","grey","grey"
"MMRN1","grey","grey"
"MMRN2","salmon","salmon"
"MMS19","brown","pink"
"MMS22L","cyan","cyan"
"MN1","grey","grey"
"MNAT1","turquoise","turquoise"
"MND1","midnightblue","cyan"
"MNDA","turquoise","turquoise"
"MNS1","cyan","cyan"
"MNT","magenta","pink"
"MOAP1","grey","grey"
"MOB1A","brown","pink"
"MOB1B","blue","black"
"MOB2","brown","pink"
"MOB3A","turquoise","turquoise"
"MOB3B","turquoise","turquoise"
"MOB3C","grey","grey"
"MOB4","brown","pink"
"MOCS1","salmon","salmon"
"MOCS2","grey","grey"
"MOCS3","red","black"
"MOGS","magenta","pink"
"MOK","grey","grey"
"MON1A","pink","pink"
"MON1B","grey","grey"
"MON2","blue","black"
"MORC2","yellow","black"
"MORC3","red","black"
"MORC4","grey","grey"
"MORF4L1","grey","grey"
"MORF4L2","grey","grey"
"MORN1","turquoise","turquoise"
"MORN2","grey","grey"
"MORN3","turquoise","turquoise"
"MORN4","grey","grey"
"MOSPD1","red","black"
"MOSPD2","turquoise","turquoise"
"MOSPD3","blue","black"
"MOV10","grey","grey"
"MPC1","grey","grey"
"MPC2","grey","grey"
"MPDU1","grey","grey"
"MPEG1","turquoise","turquoise"
"MPG","magenta","pink"
"MPHOSPH10","black","black"
"MPHOSPH6","grey","grey"
"MPHOSPH8","black","black"
"MPHOSPH9","green","black"
"MPI","pink","pink"
"MPL","turquoise","turquoise"
"MPLKIP","grey","grey"
"MPND","grey","grey"
"MPO","turquoise","turquoise"
"MPP1","grey","grey"
"MPP2","grey","grey"
"MPP3","grey","grey"
"MPP5","blue","black"
"MPP6","grey","grey"
"MPP7","turquoise","turquoise"
"MPPE1","grey","grey"
"MPRIP","grey","grey"
"MPST","magenta","pink"
"MPV17","brown","pink"
"MPV17L","grey","grey"
"MPV17L2","blue","black"
"MPZ","grey","grey"
"MPZL1","grey","grey"
"MPZL2","grey","grey"
"MPZL3","turquoise","turquoise"
"MR1","turquoise","turquoise"
"MRAP","turquoise","turquoise"
"MRAS","grey","grey"
"MRC1","grey","grey"
"MRC2","turquoise","turquoise"
"MREG","grey","grey"
"MRFAP1","grey","grey"
"MRFAP1L1","red","black"
"MRGBP","grey","grey"
"MRGPRE","grey","grey"
"MRI1","brown","pink"
"MRM1","pink","pink"
"MROH1","brown","pink"
"MROH6","brown","pink"
"MROH7","grey","grey"
"MROH8","turquoise","turquoise"
"MRPL1","black","black"
"MRPL10","tan","tan"
"MRPL11","pink","pink"
"MRPL12","pink","pink"
"MRPL13","black","black"
"MRPL14","grey","grey"
"MRPL15","black","black"
"MRPL16","grey","grey"
"MRPL17","grey","grey"
"MRPL18","grey","grey"
"MRPL19","black","black"
"MRPL2","pink","pink"
"MRPL20","magenta","pink"
"MRPL21","pink","pink"
"MRPL22","tan","tan"
"MRPL23","magenta","pink"
"MRPL24","pink","pink"
"MRPL27","grey","grey"
"MRPL28","magenta","pink"
"MRPL3","black","black"
"MRPL30","black","black"
"MRPL32","turquoise","turquoise"
"MRPL33","grey","grey"
"MRPL34","blue","black"
"MRPL35","black","black"
"MRPL36","grey","grey"
"MRPL37","pink","pink"
"MRPL38","brown","pink"
"MRPL39","green","black"
"MRPL4","pink","pink"
"MRPL40","grey","grey"
"MRPL41","magenta","pink"
"MRPL42","red","black"
"MRPL43","brown","pink"
"MRPL44","grey","grey"
"MRPL45","tan","tan"
"MRPL46","grey","grey"
"MRPL47","tan","tan"
"MRPL48","grey","grey"
"MRPL49","grey","grey"
"MRPL50","yellow","black"
"MRPL51","grey","grey"
"MRPL52","grey","grey"
"MRPL53","grey","grey"
"MRPL54","pink","pink"
"MRPL55","magenta","pink"
"MRPL57","tan","tan"
"MRPL9","pink","pink"
"MRPS10","black","black"
"MRPS11","grey","grey"
"MRPS12","pink","pink"
"MRPS14","yellow","black"
"MRPS15","grey","grey"
"MRPS16","cyan","cyan"
"MRPS17","grey","grey"
"MRPS18A","magenta","pink"
"MRPS18B","grey","grey"
"MRPS18C","grey","grey"
"MRPS2","pink","pink"
"MRPS21","tan","tan"
"MRPS22","black","black"
"MRPS23","black","black"
"MRPS24","grey","grey"
"MRPS25","grey","grey"
"MRPS26","pink","pink"
"MRPS27","tan","tan"
"MRPS28","grey","grey"
"MRPS30","green","black"
"MRPS31","red","black"
"MRPS33","tan","tan"
"MRPS34","magenta","pink"
"MRPS35","black","black"
"MRPS36","brown","pink"
"MRPS5","grey","grey"
"MRPS6","grey","grey"
"MRPS7","grey","grey"
"MRPS9","black","black"
"MRRF","green","black"
"MRS2","yellow","black"
"MRTO4","pink","pink"
"MRVI1","turquoise","turquoise"
"MS4A1","greenyellow","greenyellow"
"MS4A14","turquoise","turquoise"
"MS4A2","grey","grey"
"MS4A3","grey","grey"
"MS4A4A","turquoise","turquoise"
"MS4A4E","turquoise","turquoise"
"MS4A6A","turquoise","turquoise"
"MS4A7","turquoise","turquoise"
"MSANTD1","grey","grey"
"MSANTD2","grey","grey"
"MSANTD3","turquoise","turquoise"
"MSANTD4","yellow","black"
"MSC","grey","grey"
"MSH2","green","black"
"MSH3","black","black"
"MSH4","grey","grey"
"MSH5","cyan","cyan"
"MSH6","black","black"
"MSI2","yellow","black"
"MSL1","grey","grey"
"MSL2","red","black"
"MSL3","turquoise","turquoise"
"MSLN","grey","grey"
"MSMB","grey","grey"
"MSMO1","grey","grey"
"MSN","turquoise","turquoise"
"MSR1","turquoise","turquoise"
"MSRA","grey","grey"
"MSRB1","turquoise","turquoise"
"MSRB2","grey","grey"
"MSRB3","grey","grey"
"MSS51","grey","grey"
"MST1","grey","grey"
"MSTN","grey","grey"
"MSTO1","pink","pink"
"MT1A","grey","grey"
"MT1E","grey","grey"
"MT1F","grey","grey"
"MT1G","grey","grey"
"MT1X","grey","grey"
"MT2A","grey","grey"
"MTA1","pink","pink"
